"What's the difference between confidentiality and integrity?","Confidentiality prevents unauthorized access; integrity prevents unauthorized modification"
"What specifically ensures proof of origin?","Digital signatures using sender's private key, verifiable with their public key"
"What two proofs does cryptography provide for non-repudiation?","1. Proof of Integrity 2. Proof of Origin"
"What happens if a file's hash changes?","Integrity is compromised - indicates data alteration"
"How do certificates combine with digital signatures?","Certificates validate identity, signatures ensure message integrity and origin"
"What three things does a valid digital signature prove?","1. Authentication of sender 2. Message integrity 3. Non-repudiation"
"What are the components of AAA security?","Authentication, Authorization, Accounting"
"What's monitored in VPN accounting?","Session start/end times, accessed resources, failed login attempts"
"What distinguishes MAC from RBAC?","MAC uses security clearance levels; RBAC uses job roles"
"What attributes might ABAC consider?","Department, job title, location, or device type"
"What four permissions might Shipping & Receiving group have?","1. Shipping labels 2. Tracking 3. Reports 4. Customer contacts"
"What three functions do Certificate Authorities (CAs) perform?","1. Issue certificates 2. Validate identities 3. Revoke compromised certificates"
"What prevents encyclopedia file tampering?","Hash comparison - original vs. downloaded file hashes"
"Why are private keys essential for non-repudiation?","Unique to owner - cannot be replicated for signature forgery"
"What three elements make certificates trustworthy?","1. CA validation 2. Cryptographic signatures 3. Expiration dates"
"What two purposes does patching serve for availability?","1. Close security holes 2. Improve system stability"
"How does redundancy support availability?","Provides backup systems to maintain uptime during failures"
"What four elements define authentication?","1. Claimed identity 2. Credentials 3. Verification 4. Access decision"
"What three logging elements are part of accounting?","1. Timestamps 2. User actions 3. Resource access details"
"Why is group-based control more efficient than individual permissions?","Simplifies updates through group membership vs per-user settings"
"What is security gap analysis?","A process evaluating the difference between an organization's current security state and desired state to identify weaknesses"
"What three elements define a security baseline?","1. Current security state 2. Desired state 3. Industry standards (NIST, ISO)"
"What standards are commonly used for security baselines?","NIST SP 800-171 Rev.2, ISO/IEC 27001, and custom organizational policies"
"What three areas are analyzed in gap assessments?","People (training), Policies (procedures), and Systems (IT infrastructure)"
"What does an access control analysis typically examine?","User registration processes, access revocation procedures, and privileged access management"
"What color coding is used in gap reports?","Red=Critical, Yellow=Medium, Green=Compliant"
"Why is gap analysis crucial for compliance?","Identifies deviations from standards like ISO 27001 and creates remediation roadmaps"
"What fundamental shift does Zero Trust implement?","Moves from perimeter-based security to continuous verification of all users/devices"
"What three measures are central to Zero Trust?","MFA, data encryption, and granular role-based permissions"
"What distinguishes Data Plane from Control Plane?","Data Plane handles traffic processing; Control Plane manages security policies/routing"
"What three factors do adaptive identity systems consider?","User behavior patterns, device trust status, and network connection context"
"How do security zones enhance protection?","By segmenting networks and removing implicit trust between zones"
"What three components enforce Zero Trust policies?","1. Policy Enforcement Point (PEP) 2. Policy Decision Point (PDP) 3. Policy Administrator"
"What happens when a remote user accesses cloud storage?","PEP checks request, PDP verifies context/MFA, limited access granted if approved"
"Why does Zero Trust require temporary credentials?","To enforce least-privilege access with time-bound permissions for specific resources"
"What example demonstrates security zone isolation?","Finance VLAN communicating only with HR servers, not guest WiFi networks"
"How does Zero Trust handle unknown location logins?","Triggers additional authentication steps and restricts access privileges"
"What three elements make PEP crucial?","1. Traffic inspection 2. Policy application 3. Acting as security gateway"
"What differentiates traditional networks from Zero Trust?","Traditional: Internal trust after firewall; Zero Trust: Verify-everything approach"
"What's included in a gap analysis report?","Current/desired state comparison, prioritized roadmap, and resource allocation plan"
"Why combine certificates with Zero Trust?","To validate device identity and enforce encryption for all communications"
"What is the primary purpose of barricades and bollards?","To restrict access, channel movement, and serve as visual deterrents"
"What are examples of physical barriers used in access control?","Concrete barriers, bollards, and bridges for controlled entry"
"What security feature prevents tailgating in secure buildings?","Access control vestibules (mantraps) that control entry and prevent unauthorized following"
"What distinguishes advanced mantraps from simple ones?","Advanced mantraps use badging systems and ID checks, while simple ones rely on basic locking"
"How do fences contribute to physical security?","They create visible boundaries and can be enhanced with razor wire, CCTV, and opaque materials"
"What surveillance features help in evidence collection?","CCTV with motion detection, facial recognition, and license plate reading"
"Why is two-person integrity important for security guards?","Prevents internal security breaches by requiring dual oversight"
"What information is integrated into modern identification badges?","Photos, names, unique credentials, and electronic lock compatibility"
"How does lighting enhance physical security measures?","Deters intruders and ensures proper camera functionality for facial recognition"
"What technology enables motion detection in darkness?","Infrared (IR) sensors and cameras with night vision capabilities"
"What advantage do microwave sensors have over infrared?","They are more effective in detecting movement across large open areas"
"What is the purpose of ultrasonic detection systems?","To use sound waves for motion detection in areas like parking lots"
"What defines a honeypot in cybersecurity?","A decoy system attracting attackers to study their methods and protect real assets"
"How does a honeynet improve upon a single honeypot?","It mimics a real network with multiple devices (servers, routers) for credibility"
"What characteristic makes honeyfiles effective?","They use enticing names like 'passwords.txt' and alert when accessed"
"What is a common use case for honeytokens?","Fake API credentials or email addresses that trigger alerts upon usage"
"What example demonstrates a honeytoken?","A fake database record or browser cookie that tracks malicious actors"
"How do pressure sensors enhance restricted zone security?","They trigger alarms upon detecting unauthorized movement in protected areas"
"Why combine physical and cybersecurity measures?","To create layered defense against both physical intrusions and digital attacks"
"What are key components of an access control vestibule?","Badging systems, ID checks, and configurations allowing single-person entry"
