"What is High Availability (HA)?","A system design where multiple components run simultaneously, allowing one to take over if another fails, ensuring minimal downtime."
"Why is High Availability more advanced than spare parts?","Because failover is instantaneous or very rapid, requiring active, redundant systems."
"What is a cost consideration of High Availability?","Requires purchasing, powering, and maintaining redundant systems."
"What is server clustering?","A configuration where multiple servers work together and appear as a single system to users, offering resiliency and scalability."
"How do servers in a cluster interact with each other?","They are aware of each other and often share storage to access the same up-to-date data."
"What operating system configuration is common in a server cluster?","Identical operating systems for interoperability."
"What is load balancing?","A setup that distributes incoming requests across multiple servers using a central load balancer, enhancing resiliency and scalability."
"How do servers behind a load balancer interact with each other?","They typically do not know about each other; the load balancer manages traffic distribution."
"Can servers behind a load balancer use different OSs?","Yes, because the load balancer handles the distribution logic."
"What is site resiliency?","Having a recovery site in a separate location to take over operations if the primary site fails due to disaster."
"What is a hot site?","An exact replica of the primary site, fully equipped and synchronized, ready for immediate use; most expensive."
"What is a cold site?","A basic facility with power and connectivity that requires setup and equipment to become operational; least expensive."
"What is a warm site?","A partially equipped recovery site needing some additional setup to become fully operational."
"What is geographic dispersion in resiliency?","Placing recovery infrastructure far from the primary site to avoid simultaneous impact from localized disasters."
"What is a benefit of geographic dispersion?","Reduces the chance that a disaster affecting the primary site also affects the recovery site."
"What is a challenge of geographic dispersion?","Introduces issues in transporting equipment/personnel and managing data synchronization."
"What is platform diversity in resiliency?","Using different OSs or software platforms to reduce the risk of a single vulnerability affecting all systems."
"Give an example of platform diversity.","Using both Windows and Linux servers, or Windows and macOS clients."
"What is cloud resiliency?","Using cloud services across multiple providers to avoid outages and distribute applications/data across environments."
"How can cloud resiliency prevent service interruptions?","By spreading services across different cloud providers like AWS, Azure, or Google Cloud."
"What is Continuity of Operations Planning (COOP)?","Planning how an organization continues to function during outages, using nontechnical or manual processes."
"Give an example of a COOP measure.","Manual transaction logging, paper receipts, or calling in credit approvals."
"Why must COOP plans be prepared in advance?","To ensure effective response during sudden issues or disasters."
"What is the main goal of capacity planning?","To align IT resource supply with expected demand, ensuring sufficient resources to meet user needs without issues."
"What happens if you under-provision resources?","Systems become overloaded, leading to slowdowns, poor performance, and possible outages, affecting availability."
"Why is under-provisioning a security concern?","It impacts availability, which is a core component of the CIA triad."
"What is the risk of over-provisioning resources?","It leads to wasted money on unused infrastructure or personnel, making it inefficient and costly."
"What are the three main components of capacity planning?","People, technology, and infrastructure."
"Why is workforce scaling challenging in capacity planning?","Hiring or downsizing staff is often slow and expensive."
"What does 'technology' refer to in capacity planning?","The software and hardware used to deliver services."
"What does 'infrastructure' refer to in capacity planning?","The underlying servers, storage, networking gear, and data centers."
"Why is scalability important in capacity planning?","It allows systems to adapt to changing demand, scaling up when needed and down when possible."
"How does a load balancer help with web server scalability?","It distributes incoming traffic across multiple servers, allowing for dynamic scaling."
"What is 'sharding' in database scalability?","Splitting databases into smaller parts and distributing them across multiple servers."
"What is a key difference between on-premises and cloud capacity management?","On-premises scaling is slow and hardware-dependent; cloud scaling is fast and automated."
"What is a disadvantage of on-premises scaling?","It involves delays due to hardware purchase, setup, and idle equipment during scale-down."
"What is an advantage of cloud capacity management?","Resources can be scaled up or down instantly, often with automation."
"Why is capacity planning still important in the cloud?","Because using more cloud resources increases costs—you pay for what you use."
"What is the purpose of recovery testing?","To ensure everyone understands and can execute disaster recovery processes without affecting production systems."
"What does recovery testing involve?","Running through a specific scenario within a time frame and evaluating performance to update the recovery plan."
"What is a challenge of full recovery testing?","It can be expensive and require moving personnel and setting up infrastructure just for the test."
"What is a tabletop exercise in disaster recovery?","A low-cost method where participants verbally walk through disaster recovery steps without touching live systems."
"How does a tabletop exercise benefit the organization?","It identifies missed steps and improves coordination among teams without disrupting operations."
"What is a failover test?","A test to check whether redundant systems automatically take over when a failure occurs, ensuring availability."
"Why is automatic failover important?","It ensures seamless user experience and supports business continuity during infrastructure failure."
"What infrastructure components should be redundant for a successful failover test?","Routers, switches, firewalls, and internet links."
"How can failover be enhanced?","By using load balancers and multiple servers for each connection."
"What is a security simulation?","A controlled test simulating an attack (e.g., phishing) to evaluate security controls and user responses."
"What are two goals of phishing simulations?","To test detection systems and identify users needing additional training on social engineering threats."
"Why are security simulations important?","They improve detection capabilities and user awareness of social engineering attacks."
"What is parallel processing?","Using multiple CPUs or processes to handle tasks simultaneously, improving efficiency and availability."
"How does parallel processing contribute to resiliency?","If one processor fails, others continue processing, maintaining availability."
"Why are backups important in disaster recovery?","They allow for quick recovery of lost data and ensure continuity of operations."
"What planning factors should be considered before performing backups?","Data volume, backup type, media type, storage location, software used, and backup schedule."
"What is on-site backup?","Backup stored locally without needing internet or WAN links; fast recovery and cost-effective."
"What is off-site backup?","Backup stored at a different physical location, providing availability even during a local disaster."
"Why do organizations use both on-site and off-site backups?","To balance quick recovery (on-site) and long-term disaster recovery (off-site)."
"How is backup scheduling determined?","By data volume and change frequency; could be hourly, daily, weekly, or monthly."
"What is the benefit of using multiple backup sets with different intervals?","Provides various recovery points to choose from in case of data loss."
